typeStatus,catalogNumber,individualCount,preparations,taxonConceptID,scientificName,kingdom,phylum,family,waterBody,country,stateProvince,locality,maximumDepthInMeters,locationRemarks,decimal Lat,decimal Long,geodeticDatum,samplingProtocol,eventDate,eventTime,fieldNumber,fieldNotes,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21724,1,"specimen fixed in 4  formalin, stored in 80% IMS",Euphionella patagonica,"Euphionella patagonica Monro, 1936 ",Animalia,Annelida,Polynoidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),452,RRS Ernest Shackleton,-49.30419806,-59.0577142,WGS84,Box Corer,15/04/2012,13:21:00,29MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23478,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Euphrosinopsis antipoda ,"Euphrosinopsis antipoda Kudenov, 1993",Animalia,Annelida,Euphrosinidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Endeavour oil well),1405,not available,-50.669015,-54.571278,WGS84,Box Corer,28/01/2009,07:55,E6FA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23553,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Euphrosinopsis cf. crassiseta ,"Euphrosinopsis cf. crassiseta Kudenov, 1993",Animalia,Annelida,Euphrosinidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Nimrod oil well),1279,not available,-51.829655,-55.332070,WGS84,Box Corer,07/02/2009,09:14,N8FB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23626,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Euphrosinopsis cf. crassiseta ,"Euphrosinopsis cf. crassiseta Kudenov, 1993",Animalia,Annelida,Euphrosinidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1516,MV Ocean Endeavour,-52.597606,-55.987865,WGS84,Box Corer,04/03/2011,09:17,2MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23555,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Eusamythella sexdentata ,"Eusamythella sexdentata (Hartman, 1967) ",Animalia,Annelida,Ampharetidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Toroa oil well),702,not available,-53.059303,-58.026135,WGS84,Box Corer,02/02/2009,09:07,T10FB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.13848-13850,3,"specimen fixed in 4  formalin, stored in 80% IMS",Exogone cf. heterosetosa,"Exogone cf. heterosetosa McIntosh, 1885",Animalia,Annelida,Syllidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),455,RRS Ernest Shackleton,-49.2510775,-59.1686567,WGS84,Box Corer,17/04/2012,06:46:00,7MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23517,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Exogone heterosetoides australis ,"Exogone heterosetoides australis Hartmann-Schröder & Rosenfeldt, 1988",Animalia,Annelida,Syllidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Infexible oil well),1809,MV Ocean Endeavour,-53.495223,-59.142571,WGS84,BSL Double Van Veen Grab,25/03/2011,23:48,1MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23611,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Exogone heterosetoides australis ,"Exogone heterosetoides australis Hartmann-Schröder & Rosenfeldt, 1988",Animalia,Annelida,Syllidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1517,MV Ocean Endeavour,-52.602631,-55.989055,WGS84,Box Corer,04/03/2011,18:34,1MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23612,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Exogone (Paraexogone) cf. wolfi ,"Exogone (Paraexogone) cf. wolfi San Martín, 1991",Animalia,Annelida,Syllidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),not available,MV Ocean Endeavour,not available,not available,WGS84,Box Corer,not available,not available,38MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.15594-15598,5,"specimen fixed in 4  formalin, stored in 80% IMS",Fabricinuda sp. 1,Fabricinuda sp. ,Animalia,Annelida,Fabriciidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),448,RRS Ernest Shackleton,-49.37658556,-59.1114364,WGS84,Box Corer,25/03/2012,17:51:00,49MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.19041-19050,14,"specimen fixed in 4  formalin, stored in 80% IMS",Fabricinuda sp. 1,Fabricinuda sp.,Animalia,Annelida,Fabriciidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),446,RRS Ernest Shackleton,-49.248841,-59.1867771,WGS84,Box Corer,17/03/2012,08:26:00,79MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21711,1,"specimen fixed in 4  formalin, stored in 80% IMS",Fabricinuda sp. 1,Fabricinuda sp. ,Animalia,Annelida,Fabriciidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),452,RRS Ernest Shackleton,-49.23308889,-59.1689586,WGS84,Box Corer,18/04/2012,02:33:00,1MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21720,1,"specimen fixed in 4  formalin, stored in 80% IMS",Fabricinuda sp. 1,Fabricinuda sp. ,Animalia,Annelida,Fabriciidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),456,RRS Ernest Shackleton,-49.23308889,-59.1689586,WGS84,Box Corer,18/04/2012,15:33:00,1MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.21591,1,"specimen fixed in 4  formalin, stored in 80% IMS",Fabricinuda sp. 2,Fabricinuda sp.,Animalia,Annelida,Fabriciidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),446,RRS Ernest Shackleton,-49.248841,-59.1867771,WGS84,Box Corer,17/03/2012,08:26:00,79MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.21697,1,"specimen fixed in 4  formalin, stored in 80% IMS",Galathowenia sp. 1,Galathowenia sp. ,Animalia,Annelida,Oweniidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),451,RRS Ernest Shackleton,-49.25066889,-59.1136986,WGS84,Box Corer,16/04/2012,16:32:00,9MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24870,1,"specimen fixed in 4  formalin, stored in 80% IMS",Galathowenia sp. 1,Galathowenia sp. ,Animalia,Annelida,Oweniidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),442,RRS Ernest Shackleton,-49.39498389,-59.1662306,WGS84,Box Corer,25/03/2012,11:25:00,51MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.25224,1,"specimen fixed in 4  formalin, stored in 80% IMS",Galathowenia sp. 1,Galathowenia sp. ,Animalia,Annelida,Oweniidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),458,RRS Ernest Shackleton,-49.23201917,-59.0316156,WGS84,Box Corer,25/04/2012,02:35:00,6MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24748,1,"specimen fixed in 4  formalin, stored in 80% IMS",Glycera sp. 2,Glycera sp. ,Animalia,Annelida,Glyceridae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),434,RRS Ernest Shackleton,-49.35816111,-59.0566836,WGS84,Box Corer,14/04/2012,18:43:00,46MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24973,1,"specimen fixed in 4  formalin, stored in 80% IMS",Glycera sp. 2,Glycera sp. ,Animalia,Annelida,Glyceridae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),450,RRS Ernest Shackleton,-49.241973,-59.0690656,WGS84,Box Corer,18/03/2012,16:13:00,57MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.25118,1,"specimen fixed in 4  formalin, stored in 80% IMS",Glycera sp. 2,Glycera sp. ,Animalia,Annelida,Glyceridae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),447,RRS Ernest Shackleton,-49.245538,-59.1060962,WGS84,Box Corer,18/03/2012,00:19:00,64MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23579,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Glycera sp. 1,Glycera sp.,Animalia,Annelida,Glyceridae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1517,MV Ocean Endeavour,-52.602631,-55.989055,WGS84,Box Corer,04/03/2011,18:34,1MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23476,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Glyphanostomum sp. 1,Glyphanostomum sp.,Animalia,Annelida,Ampharetidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Endeavour oil well),1405,not available,-50.669015,-54.571278,WGS84,Box Corer,28/01/2009,07:55,E6FA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23601,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Harmothoe magellanica ,"Harmothoe magellanica (McIntosh, 1885)",Animalia,Annelida,Polynoidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1547,MV Ocean Endeavour,-52.614196,-55.959520,WGS84,Box Corer,04/03/2011,06:05,5MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24629,1,"specimen fixed in 4  formalin, stored in 80% IMS",Harmothoe sp. 1,Harmothoe sp. ,Animalia,Annelida,Polynoidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),442,RRS Ernest Shackleton,-49.34039472,-59.0845558,WGS84,Box Corer,23/04/2012,17:55:00,40MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23616,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Hauchiella sp. 1,Hauchiella sp.,Animalia,Annelida,Terebellidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1517,MV Ocean Endeavour,-52.602631,-55.989055,WGS84,Box Corer,04/03/2011,18:34,1MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21745,1,"specimen fixed in 4  formalin, stored in 80% IMS",Jasmineira (Claviramus?) sp. 5,Jasmineira? sp. 5,Animalia,Annelida,Sabellidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),429,RRS Ernest Shackleton,-49.3585975,-59.1117606,WGS84,Box Corer,14/04/2012,17:12:00,44MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.25043,1,"specimen fixed in 4  formalin, stored in 80% IMS",Jasmineira cf. regularis,"Jasmineira cf. regularis Hartman, 1978",Animalia,Annelida,Sabellidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),457,RRS Ernest Shackleton,-49.23224611,-59.0590836,WGS84,Box Corer,16/04/2012,00:40:00,5MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21761,1,"specimen fixed in 4  formalin, stored in 80% IMS",Jasmineira cf. regularis (form 1),"Jasmineira cf. regularis Hartman, 1978",Animalia,Annelida,Sabellidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),446,RRS Ernest Shackleton,-49.248841,-59.1867771,WGS84,Box Corer,17/03/2012,08:26:00,79MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.16157-16162,6,"specimen fixed in 4  formalin, stored in 80% IMS",Jasmineira sp. 2,Jasmineira sp. ,Animalia,Annelida,Sabellidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),446,RRS Ernest Shackleton,-49.248841,-59.1867771,WGS84,Box Corer,17/03/2012,08:26:00,79MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21715,1,"specimen fixed in 4  formalin, stored in 80% IMS",Jasmineira sp. 2,Jasmineira sp.,Animalia,Annelida,Sabellidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),456,RRS Ernest Shackleton,-49.23308889,-59.1689586,WGS84,Box Corer,18/04/2012,15:33:00,1MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21753,1,"specimen fixed in 4  formalin, stored in 80% IMS",Jasmineira sp. 2,Jasmineira sp.,Animalia,Annelida,Sabellidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),457,RRS Ernest Shackleton,-49.23224611,-59.0590836,WGS84,Box Corer,16/04/2012,00:40:00,5MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.25042,1,"specimen fixed in 4  formalin, stored in 80% IMS",Jasmineira sp. 3,Jasmineira sp. ,Animalia,Annelida,Sabellidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),457,RRS Ernest Shackleton,-49.23224611,-59.0590836,WGS84,Box Corer,16/04/2012,00:40:00,5MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.12698-12699,2,"specimen fixed in 4  formalin, stored in 80% IMS",Jasmineira sp. 6,Jasmineira sp.,Animalia,Annelida,Sabellidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),459,RRS Ernest Shackleton,-49.26844278,-59.0858878,WGS84,Box Corer,25/04/2012,06:54:00,16MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21742,1,"specimen fixed in 4  formalin, stored in 80% IMS",Jasmineira sp. 6,Jasmineira sp.,Animalia,Annelida,Sabellidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),341,RRS Ernest Shackleton,-49.35880583,-59.1392994,WGS84,Box Corer,24/12/2012,18:31:00,43MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21769,1,"specimen fixed in 4  formalin, stored in 80% IMS",Jasmineira sp. 6,Jasmineira sp.,Animalia,Annelida,Sabellidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),452,RRS Ernest Shackleton,-49.25066889,-59.1136986,WGS84,Box Corer,16/04/2012,15:50:00,9MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23566,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Jasmineira sp. 1,Jasmineira sp.,Animalia,Annelida,Sabellidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Toroa oil well),615,not available,-53.017097,-58.018712,WGS84,Box Corer,01/02/2009,17:54,T4FB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23606,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Jasmineira sp. 4,Jasmineira sp.,Animalia,Annelida,Sabellidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1517,MV Ocean Endeavour,-52.600558,-56.010486,WGS84,Box Corer,04/03/2011,14:22,4MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23537,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Kinbergonuphis oligobranchiata,Kinbergonuphis oligobranchiata,Animalia,Annelida,Onuphidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Loligo oil well),not available,not available,-51.143688,-54.712897,WGS84,Box Corer,19/01/2009,22:07,L2FA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23580,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Lacydonia sp. 1,Lacydonia sp.,Animalia,Annelida,Lacydoniidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1547,MV Ocean Endeavour,-52.614196,-55.959520,WGS84,Box Corer,04/03/2011,06:05,5MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.12704-12705,2,"specimen fixed in 4  formalin, stored in 80% IMS",Laonice sp. 1,Laonice sp. ,Animalia,Annelida,Spionidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),449,RRS Ernest Shackleton,-49.30484139,-59.1402400,WGS84,Box Corer,24/04/2012,14:19:00,26MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.12708-12709,2,"specimen fixed in 4  formalin, stored in 80% IMS",Laonice sp. 1,Laonice sp. ,Animalia,Annelida,Spionidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),423,RRS Ernest Shackleton,-49.39478194,-59.1386711,WGS84,Box Corer,24/04/2012,22:18:00,52MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24495,1,"specimen fixed in 4  formalin, stored in 80% IMS",Laonice sp. 1,Laonice sp.,Animalia,Annelida,Spionidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),450,RRS Ernest Shackleton,-49.32218583,-59.0573711,WGS84,Box Corer,15/04/2012,10:54:00,35MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23513,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Laonice sp. 2,Laonice sp.,Animalia,Annelida,Spionidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Infexible oil well),1842,MV Ocean Endeavour,-53.516123,-59.122255,WGS84,Box Corer,27/03/2011,15:02,5MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23487,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Laonice sp. 3,Laonice sp.,Animalia,Annelida,Spionidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Endeavour oil well),1380,not available,-50.627253,-54.604956,WGS84,Box Corer,31/01/2009,05:12,E10FB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23530,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Laubieriopsis cf. brevis,"Laubieriopsis cf. brevis (Hartman, 1967)",Animalia,Annelida,Fauveliopsidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Loligo oil well),1434,not available,-51.184328,-54.708393,WGS84,Box Corer,14/01/2009,13:43,L14FA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23543,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Leaena? sp. 1,Leaena? sp.,Animalia,Annelida,Terebellidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Loligo oil well),1434,not available,-51.185088,-54.709065,WGS84,Box Corer,14/01/2009,15:26,L14FB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23617,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Leaena? sp. 1,Leaena? sp.,Animalia,Annelida,Terebellidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1517,MV Ocean Endeavour,-52.602631,-55.989055,WGS84,Box Corer,04/03/2011,18:34,1MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23618,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Leaena? sp. 2,Leaena? sp.,Animalia,Annelida,Terebellidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1517,MV Ocean Endeavour,-52.602631,-55.989055,WGS84,Box Corer,04/03/2011,18:34,1MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.14528-14531,4,"specimen fixed in 4  formalin, stored in 80% IMS",Leitoscoloplos sp. 1,Leitoscoloplos sp.,Animalia,Annelida,Orbiniidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),450,RRS Ernest Shackleton,-49.254527,-59.0494527,WGS84,Box Corer,18/03/2012,23:22:00,60MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21716,1,"specimen fixed in 4  formalin, stored in 80% IMS",Leitoscoloplos sp. 1,Leitoscoloplos sp. ,Animalia,Annelida,Orbiniidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),456,RRS Ernest Shackleton,-49.23308889,-59.1689586,WGS84,Box Corer,18/04/2012,15:33:00,1MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21756,1,"specimen fixed in 4  formalin, stored in 80% IMS",Leitoscoloplos sp. 1,Leitoscoloplos sp. ,Animalia,Annelida,Orbiniidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),450,RRS Ernest Shackleton,-49.258443,-59.1251589,WGS84,Box Corer,19/03/2012,00:58:00,66MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23593,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Leodamas sp. 1,Leodamas sp.,Animalia,Annelida,Orbiniidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1517,MV Ocean Endeavour,-52.602631,-55.989055,WGS84,Box Corer,04/03/2011,18:34,1MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23503,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Leptoecia vivipara ,"Leptoecia vivipara Orensanz, 1990",Animalia,Annelida,Onuphidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Infexible oil well),1842,MV Ocean Endeavour,-53.516123,-59.122255,WGS84,Box Corer,27/03/2011,15:02,5MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23504,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Leptoecia vivipara ,"Leptoecia vivipara Orensanz, 1990",Animalia,Annelida,Onuphidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Infexible oil well),1782,MV Ocean Endeavour,-53.482551,-59.156921,WGS84,Box Corer,26/02/2011,07:55,2MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23562,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Leptoecia vivipara ,"Leptoecia vivipara Orensanz, 1990",Animalia,Annelida,Onuphidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Toroa oil well),571,not available,-52.999659,-58.088350,WGS84,Box Corer,01/02/2009,13:44,T9FB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23508,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Levinsenia acutibranchiata ,"Levinsenia acutibranchiata (Strelzov, 1973) ",Animalia,Annelida,Paraonidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Infexible oil well),1842,MV Ocean Endeavour,-53.516123,-59.122255,WGS84,Box Corer,27/03/2011,15:02,5MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21725,1,"specimen fixed in 4  formalin, stored in 80% IMS",Levinsenia antarctica,"Levinsenia antarctica (Strelzov, 1973)",Animalia,Annelida,Paraonidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),452,RRS Ernest Shackleton,-49.30419806,-59.0577142,WGS84,Box Corer,15/04/2012,13:21:00,29MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23585,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Lumbriclymenella sp. 1,Lumbriclymenella sp.,Animalia,Annelida,Maldanidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1547,MV Ocean Endeavour,-52.614196,-55.959520,WGS84,Box Corer,04/03/2011,06:05,5MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23480,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Lumbrineris kerguelensis/cingulata group,Lumbrineris kerguelensis/cingulata group,Animalia,Annelida,Lumbrineridae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Endeavour oil well),1375,not available,-50.628710,-54.626855,WGS84,Box Corer,29/01/2009,16:28,E9FB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23531,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Lumbrineris kerguelensis/cingulata group,Lumbrineris kerguelensis/cingulata group,Animalia,Annelida,Lumbrineridae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Loligo oil well),1434,not available,-51.185088,-54.709065,WGS84,Box Corer,14/01/2009,15:26,L14FB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23472,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Lysilla sp. 1,Lysilla sp.,Animalia,Annelida,Terebellidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Hero oil well),1837,MV Ocean Endeavour,-50.576192,-53.531406,WGS84,BSL Double Van Veen Grab,16/03/2011,05:44,1MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24737,1,"specimen fixed in 4  formalin, stored in 80% IMS",Lysippe sp. 1,Lysippe sp.,Animalia,Annelida,Ampharetidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),434,RRS Ernest Shackleton,-49.35838278,-59.0842219,WGS84,Box Corer,23/04/2012,20:24:00,45MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24278,1,"specimen fixed in 4  formalin, stored in 80% IMS",Lysippe sp. 2,Lysippe sp.,Animalia,Annelida,Ampharetidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),450,RRS Ernest Shackleton,-49.28621,-59.0580569,WGS84,Box Corer,15/04/2012,16:40:00,23MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24379,1,"specimen fixed in 4  formalin, stored in 80% IMS",Lysippe sp. 2,Lysippe sp.,Animalia,Annelida,Ampharetidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),452,RRS Ernest Shackleton,-49.30441889,-59.0852225,WGS84,Box Corer,23/04/2012,12:13:00,28MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
