,,catalogNumber,,,,occurrenceDetails,occurrenceRemarks,recordNumber,recordedBy,individualID,individualCount,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,occurrenceStatus,preparations,,disposition,otherCatalogNumbers,previousIdentifications,associatedMedia,associatedReferences,associatedOccurrences,associatedSequences,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,higherClassification,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,,,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,,,,,,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumElevationInMeters,maximumElevationInMeters,verbatimDepth,minimumDepthInMeters,maximumDepthInMeters,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,identificationID,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,identificationQualifier,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,eventID,samplingProtocol,samplingEffort,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,fieldNumber,fieldNotes,eventRemarks,type,modified,language,rights,rightsHolder,accessRights,bibliographicCitation,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,source,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Ancistrosyllis cf groenlandica,,"Ancistrosyllis cf.groenlandica McIntosh, 1879 ",,,,,,,Animalia,Annelida,,,Pilargidae,Ancistrosyllis,, groenlandica,,cf. ,,,,McIntosh,,,,,1879 ,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,459,,,,RRS Ernest Shackleton,9030,,,,,,-49.2508764,-59.1411775,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,10:06,,,,,,,"Soft silty brown clay, slightly darker mottling on surface, top 5-8cm looser, more cohesive below. Coarse dark sand and gravel up to 2cm in diameter in sieve residue.",8MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Anobothrus cf. glandularis,,"Anobothrus cf. glandularis Hartmann-Schröder, 1965",,,,,,,Animalia,Annelida,,,Ampharetidae,Anobothrus,,  glandularis,,cf. ,,,,Hartmann-Schröder,,,,,1965,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,459,,,,RRS Ernest Shackleton,9030,,,,,,-49.2508764,-59.1411775,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,10:06,,,,,,,"Soft silty brown clay, slightly darker mottling on surface, top 5-8cm looser, more cohesive below. Coarse dark sand and gravel up to 2cm in diameter in sieve residue.",8MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,6,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Apistobranchus sp. 1,,Apistobranchus sp. ,,,,,,,Animalia,Annelida,,,Apistobranchidae,Apistobranchus,,sp. ,,sp. 1,,,,Levinsen,,,,,1883,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,459,,,,RRS Ernest Shackleton,9030,,,,,,-49.2508764,-59.1411775,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,10:06,,,,,,,"Soft silty brown clay, slightly darker mottling on surface, top 5-8cm looser, more cohesive below. Coarse dark sand and gravel up to 2cm in diameter in sieve residue.",8MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) simplex ,,"Aricidea (Acmira) simplex  Day, 1963",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),simplex,,,,,,Day,,,,,1963,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,459,,,,RRS Ernest Shackleton,9030,,,,,,-49.2508764,-59.1411775,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,10:06,,,,,,,"Soft silty brown clay, slightly darker mottling on surface, top 5-8cm looser, more cohesive below. Coarse dark sand and gravel up to 2cm in diameter in sieve residue.",8MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Axiothella sp. 1,,Axiothella sp.,,,,,,,Animalia,Annelida,,,Maldanidae,Axiothella,,sp. ,,sp. 1,,,,Verrill,,,,,1900,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,459,,,,RRS Ernest Shackleton,9030,,,,,,-49.2508764,-59.1411775,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,10:06,,,,,,,"Soft silty brown clay, slightly darker mottling on surface, top 5-8cm looser, more cohesive below. Coarse dark sand and gravel up to 2cm in diameter in sieve residue.",8MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,4,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Cossura sp 1,,Cossura sp. ,,,,,,,Animalia,Annelida,,,Cossuridae,Cossura,,sp. ,,sp. 1,,,,Webster,Benedict,,,,1887,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,459,,,,RRS Ernest Shackleton,9030,,,,,,-49.2508764,-59.1411775,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,10:06,,,,,,,"Soft silty brown clay, slightly darker mottling on surface, top 5-8cm looser, more cohesive below. Coarse dark sand and gravel up to 2cm in diameter in sieve residue.",8MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Euchone undulocincta ,,"Euchone undulocincta  Hartmann-Schröder & Rosenfeldt, 1989",,,,,,,Animalia,Annelida,,,Sabellidae,Euchone,,undulocincta ,,,,,,Hartmann-Schröder,Rosenfeldt,,,,1989,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,459,,,,RRS Ernest Shackleton,9030,,,,,,-49.2508764,-59.1411775,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,10:06,,,,,,,"Soft silty brown clay, slightly darker mottling on surface, top 5-8cm looser, more cohesive below. Coarse dark sand and gravel up to 2cm in diameter in sieve residue.",8MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Levinsenia antarctica ,,"Levinsenia antarctica  (Strelzov, 1973)",,,,,,,Animalia,Annelida,,,Paraonidae,Levinsenia ,,antarctica,,,,,,(Strelzov),,,,,(1973),,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,459,,,,RRS Ernest Shackleton,9030,,,,,,-49.2508764,-59.1411775,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,10:06,,,,,,,"Soft silty brown clay, slightly darker mottling on surface, top 5-8cm looser, more cohesive below. Coarse dark sand and gravel up to 2cm in diameter in sieve residue.",8MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,2,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Laonice sp. 1,,Laonice sp.,,,,,,,Animalia,Annelida,,,Spionidae,Laonice,,sp. ,,sp. 1,,,,Malmgren,,,,,1867,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,459,,,,RRS Ernest Shackleton,9030,,,,,,-49.2508764,-59.1411775,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,10:06,,,,,,,"Soft silty brown clay, slightly darker mottling on surface, top 5-8cm looser, more cohesive below. Coarse dark sand and gravel up to 2cm in diameter in sieve residue.",8MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Leitoscoloplos sp. 1,,Leitoscoloplos sp.,,,,,,,Animalia,Annelida,,,Orbiniidae,Leitoscoloplos,,sp. ,,sp. 1,,,,Day,,,,,1977,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,459,,,,RRS Ernest Shackleton,9030,,,,,,-49.2508764,-59.1411775,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,10:06,,,,,,,"Soft silty brown clay, slightly darker mottling on surface, top 5-8cm looser, more cohesive below. Coarse dark sand and gravel up to 2cm in diameter in sieve residue.",8MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Maldanidae indet.,,Maldanidae indet. ,,,,,,,Animalia,Annelida,,,Maldanidae,,,indet.,,,,,,Malmgren,,,,,1867 ,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,459,,,,RRS Ernest Shackleton,9030,,,,,,-49.2508764,-59.1411775,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,10:06,,,,,,,"Soft silty brown clay, slightly darker mottling on surface, top 5-8cm looser, more cohesive below. Coarse dark sand and gravel up to 2cm in diameter in sieve residue.",8MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Neomediomastus sp. 1,,Neomediomastus sp.,,,,,,,Animalia,Annelida,,,Capitellidae,Neomediomastus,,sp. ,,sp. 1,,,,Hartman,,,,,1969,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,459,,,,RRS Ernest Shackleton,9030,,,,,,-49.2508764,-59.1411775,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,10:06,,,,,,,"Soft silty brown clay, slightly darker mottling on surface, top 5-8cm looser, more cohesive below. Coarse dark sand and gravel up to 2cm in diameter in sieve residue.",8MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Nereididae indet.,,Nereididae indet. ,,,,,,,Animalia,Annelida,,,Nereididae,,,indet.,,,,,,Blainville,,,,,1818 ,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,459,,,,RRS Ernest Shackleton,9030,,,,,,-49.2508764,-59.1411775,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,10:06,,,,,,,"Soft silty brown clay, slightly darker mottling on surface, top 5-8cm looser, more cohesive below. Coarse dark sand and gravel up to 2cm in diameter in sieve residue.",8MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,24,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Onuphis pseudoiridescens,,"Onuphis pseudoiridescens Averincev, 1972 ",,,,,,,Animalia,Annelida,,,Onuphidae,Onuphis,,pseudoiridescens,,,,,,Averincev,,,,,1972 ,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,459,,,,RRS Ernest Shackleton,9030,,,,,,-49.2508764,-59.1411775,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,10:06,,,,,,,"Soft silty brown clay, slightly darker mottling on surface, top 5-8cm looser, more cohesive below. Coarse dark sand and gravel up to 2cm in diameter in sieve residue.",8MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,2,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Polynoidae indet. juv.,,Polynoidae indet. juv. ,,,,,,,Animalia,Annelida,,,Polynoidae,,,indet. juv.,,,,,,Kinberg,,,,,1856 ,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,459,,,,RRS Ernest Shackleton,9030,,,,,,-49.2508764,-59.1411775,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,10:06,,,,,,,"Soft silty brown clay, slightly darker mottling on surface, top 5-8cm looser, more cohesive below. Coarse dark sand and gravel up to 2cm in diameter in sieve residue.",8MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Praxillella sp. 1,,Praxillella sp. ,,,,,,,Animalia,Annelida,,,Maldanidae,Praxillella ,,sp. ,,sp. 1,,,,Verrill,,,,,1881 ,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,459,,,,RRS Ernest Shackleton,9030,,,,,,-49.2508764,-59.1411775,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,10:06,,,,,,,"Soft silty brown clay, slightly darker mottling on surface, top 5-8cm looser, more cohesive below. Coarse dark sand and gravel up to 2cm in diameter in sieve residue.",8MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Spiophanes algidus,,"Spiophanes algidus Meißner, 2005",,,,,,,Animalia,Annelida,,,Spionidae,Spiophanes,,algidus,,,,,,Meißner,,,,,2005,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,459,,,,RRS Ernest Shackleton,9030,,,,,,-49.2508764,-59.1411775,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,10:06,,,,,,,"Soft silty brown clay, slightly darker mottling on surface, top 5-8cm looser, more cohesive below. Coarse dark sand and gravel up to 2cm in diameter in sieve residue.",8MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,6,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Sternaspis sp. 1,,Sternaspis sp. ,,,,,,,Animalia,Annelida,,,Sternaspidae,Sternaspis,,sp. ,,sp. 1,,,,Otto,,,,,1821,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,459,,,,RRS Ernest Shackleton,9030,,,,,,-49.2508764,-59.1411775,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,10:06,,,,,,,"Soft silty brown clay, slightly darker mottling on surface, top 5-8cm looser, more cohesive below. Coarse dark sand and gravel up to 2cm in diameter in sieve residue.",8MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,14,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,"sensu Strelzov, 1973",,,,Tebble,,,,,1959 ,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,440,,,,RRS Ernest Shackleton,9030,,,,,,-49.362666,-59.120488,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,15:50,,,,,,,Silty brown clay with a fine layer of black sand on surface and a little gravel in sieve residue,90MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,Fragment,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Acrocirridae indet.,,Acrocirridae indet. ,,,,,,,Animalia,Annelida,,,Acrocirridae,,,indet.,,,,,,Banse,,,,,1969 ,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,440,,,,RRS Ernest Shackleton,9030,,,,,,-49.362666,-59.120488,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,15:50,,,,,,,Silty brown clay with a fine layer of black sand on surface and a little gravel in sieve residue,90MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Allia) cf. ramosa,,"Aricidea (Allia) cf. ramosa Annenkova, 1934",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Allia), ramosa,,cf.,,,,Annenkova,,,,,1934,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,440,,,,RRS Ernest Shackleton,9030,,,,,,-49.362666,-59.120488,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,15:50,,,,,,,Silty brown clay with a fine layer of black sand on surface and a little gravel in sieve residue,90MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,Fragment,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Clymenura sp. 1,,Clymenura sp.,,,,,,,Animalia,Annelida,,,Maldanidae,Clymenura,,sp.,,,,,,Verrill,,,,,1900 ,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,440,,,,RRS Ernest Shackleton,9030,,,,,,-49.362666,-59.120488,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,15:50,,,,,,,Silty brown clay with a fine layer of black sand on surface and a little gravel in sieve residue,90MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,2,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Cossura sp 1,,Cossura sp. ,,,,,,,Animalia,Annelida,,,Cossuridae,Cossura,,sp. ,,sp. 1,,,,Webster,Benedict,,,,1887,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,440,,,,RRS Ernest Shackleton,9030,,,,,,-49.362666,-59.120488,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,15:50,,,,,,,Silty brown clay with a fine layer of black sand on surface and a little gravel in sieve residue,90MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Exogone cf. heterosetosa,,"Exogone cf. heterosetosa McIntosh, 1885",,,,,,,Animalia,Annelida,,,Syllidae,Exogone,, heterosetosa,,cf.,,,,McIntosh,,,,,1885,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,440,,,,RRS Ernest Shackleton,9030,,,,,,-49.362666,-59.120488,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,15:50,,,,,,,Silty brown clay with a fine layer of black sand on surface and a little gravel in sieve residue,90MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Levinsenia acutibranchiata,,"Levinsenia acutibranchiata (Strelzov, 1973)",,,,,,,Animalia,Annelida,,,Paraonidae,Levinsenia ,,acutibranchiata,,,,,,(Strelzov),,,,,(1973),,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,440,,,,RRS Ernest Shackleton,9030,,,,,,-49.362666,-59.120488,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,15:50,,,,,,,Silty brown clay with a fine layer of black sand on surface and a little gravel in sieve residue,90MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,20,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Onuphis pseudoiridescens,,"Onuphis pseudoiridescens Averincev, 1972 ",,,,,,,Animalia,Annelida,,,Onuphidae,Onuphis,,pseudoiridescens,,,,,,Averincev,,,,,1972 ,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,440,,,,RRS Ernest Shackleton,9030,,,,,,-49.362666,-59.120488,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,15:50,,,,,,,Silty brown clay with a fine layer of black sand on surface and a little gravel in sieve residue,90MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Polynoidae indet. juv.,,Polynoidae indet. juv. ,,,,,,,Animalia,Annelida,,,Polynoidae,,,indet. juv.,,,,,,Kinberg,,,,,1856 ,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,440,,,,RRS Ernest Shackleton,9030,,,,,,-49.362666,-59.120488,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,15:50,,,,,,,Silty brown clay with a fine layer of black sand on surface and a little gravel in sieve residue,90MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

